class,run,camcol,rerun,field,objid,u,g,r,i,z,ra,dec,specobjid,plate,mjd,fiberid,redshift
GALAXY,1345,2,301,765,1237651250451646425,23.98036,23.33349,21.4598,20.00404,19.23572,261.079434151256,26.3971110171741,5634140393731452928,5004,55711,499,0.7570854
GALAXY,1350,4,301,290,1237651272969093508,24.77155,22.07449,20.35733,19.48484,18.99108,155.980184720831,64.8876764490853,7974876971170197504,7083,56722,465,0.5218547
STAR,1045,4,301,67,1237649962989453353,17.28373,16.35873,16.04299,15.91574,15.85088,44.0857213715038,-7.37353419222138,7947930687771439104,7059,56592,739,0.0003363722
GALAXY,1729,5,301,264,1237652901296865403,25.26625,23.53876,21.06238,19.90403,19.42752,27.4841087437607,-8.63648496858685,8087576362187681792,7183,56658,863,0.564716
STAR,756,2,301,485,1237648720697557124,21.0946,20.29067,20.15924,20.26462,20.22191,188.494479384678,-0.617582067548315,4332567389876711424,3848,55647,380,-0.0001355946
QSO,756,4,301,278,1237648721757733354,22.83504,21.76244,21.63394,21.48575,20.86086,157.396129193065,0.334195836737437,4314682177977249792,3832,55289,850,2.723457
STAR,756,2,301,431,1237648720694018765,22.59161,21.6639,21.57876,21.33856,21.31212,180.398231829824,-0.465332395818252,4328086874524151808,3844,55321,464,5.082383e-05
GALAXY,1404,3,301,22,1237651504342893212,23.92031,22.15939,20.36274,19.56869,19.38015,202.263234664968,-0.186430946743827,4560153101881503744,4050,55599,940,0.4883008
GALAXY,1462,3,301,408,1237651753476293022,23.52451,21.64946,20.07894,19.07755,18.60045,186.475179452813,2.09872251891086,5350391076245663744,4752,55653,417,0.4918659
GALAXY,752,6,301,321,1237648705654424173,26.11767,22.62519,20.73874,19.6803,18.93536,191.552188393877,0.959665049734199,4333816428827963392,3849,55274,828,0.5884342
QSO,752,6,301,324,1237648705654620658,24.78828,21.89177,21.14311,21.2411,20.73584,192.072428559284,1.0223775059002,4333847764909355008,3849,55274,942,2.989861
GALAXY,752,6,301,289,1237648705652326915,23.88959,20.49555,18.83949,18.20442,17.8098,186.852430786397,1.04180057422124,5350362214065434624,4752,55653,312,0.3738379
QSO,1458,2,301,242,1237651735748673901,22.79681,21.85685,20.66095,19.83793,19.61322,161.040733239493,1.85256959642094,5328989082343895040,4733,55649,381,1.298017
QSO,1331,5,301,205,1237651191896015476,22.93523,21.48693,21.47958,21.45953,21.27736,133.658761652796,54.1271329752405,5802916530673610752,5154,55864,103,2.396012
GALAXY,1345,6,301,772,1237651252599587742,25.04305,20.72505,18.8735,18.19676,17.83487,263.243611223069,26.3205347512035,5634031816958210048,5004,55711,104,0.3660833
QSO,756,6,301,131,1237648722821841528,25.50959,22.09611,22.04438,21.90938,21.41348,135.44927903828,1.11987008373093,4296461620752347136,3816,55272,100,2.315455
GALAXY,1404,3,301,54,1237651504344990100,22.96707,21.99872,20.68845,19.71369,19.23843,206.978459009589,-0.0809750977248704,4548810540030029824,4040,55605,636,0.7949247
QSO,1331,6,301,56,1237651192423121324,20.45636,19.79861,19.7402,19.75405,19.53145,113.841672490871,36.5388868857336,4123258851053727744,3662,55182,776,2.59854
GALAXY,1345,2,301,597,1237651250440635285,24.07375,22.01819,20.39587,19.42211,19.12386,243.608607623925,47.4696014229669,7116937389285240832,6321,56449,451,0.5273976
GALAXY,1239,6,301,152,1237650797292421686,22.39492,22.13156,20.37763,19.47425,18.76315,143.148216112639,0.958727169897663,4306781641269506048,3825,55533,780,0.5712154
GALAXY,1350,4,301,142,1237651272959394285,21.39725,20.72158,18.99485,18.26353,17.88364,124.415879291574,49.9525945658178,4152575680867659776,3688,55273,934,0.3952025
QSO,1345,2,301,769,1237651250451908089,24.16398,21.70723,21.48308,21.26544,22.10027,261.205335873122,25.8693856883515,5634128573981454336,5004,55711,456,2.860864
QSO,1331,3,301,77,1237651190813884853,21.36888,20.59236,20.72136,20.41516,20.13923,117.366061722127,38.5258624804252,4132094531494146048,3670,55480,152,2.241211
QSO,109,5,301,45,1237645943435493832,21.39321,21.19104,20.07043,19.31248,18.93968,41.3840781044464,0.605295578991943,4110880825116651520,3651,55247,801,7.006312
GALAXY,1458,5,301,494,1237651737375801650,22.62606,20.71981,19.0391,18.43277,18.08911,198.765379346395,3.12353984546036,4511730055475032064,4007,55327,906,0.3645822
GALAXY,1239,6,301,133,1237650797291176426,23.76688,21.61789,20.08268,19.17943,18.62801,140.227325609678,0.933312212999389,4304468543699349504,3823,55534,557,0.4648451
QSO,1331,2,301,273,1237651190289858892,20.71055,20.30327,20.18948,20.10714,19.9647,149.94111429956,59.4204307086046,6439056852503949312,5719,56014,128,0.7377422
STAR,752,6,301,360,1237648705656979614,19.03544,17.53386,16.96664,16.76078,16.65867,197.518581241712,0.885957664042245,8394884365750562816,7456,56727,635,-0.0001346247
QSO,1331,2,301,233,1237651190287237384,20.95426,20.10109,20.2539,20.11706,19.77356,140.609787236526,56.017599010636,6445981037230747648,5725,56625,742,2.359216
STAR,756,2,301,443,1237648720694805274,22.87493,21.38925,21.05099,21.03869,20.8863,182.169563452093,-0.459145414243205,4327960980442771456,3844,55321,6,0.0001836747
GALAXY,1458,5,301,539,1237651737378750912,25.89392,22.36082,20.48774,19.60484,19.00317,205.495861623049,2.98335178732534,4551136282353004544,4042,55626,905,0.5495396
GALAXY,1473,3,301,40,1237651800696816208,22.58237,20.78172,19.8947,19.15737,18.72705,149.06016127164,-0.292913970149123,4310017229212807168,3828,55539,263,0.1852229
QSO,752,3,301,531,1237648704057574020,22.21571,21.74413,21.36079,21.26525,20.87267,223.116851207486,-0.251597262463878,4525102316496023552,4019,55363,402,2.547344
GALAXY,1462,3,301,402,1237651753475899669,22.09196,20.7623,19.38869,18.62564,18.07668,185.617918407419,2.14654776116651,5348297330842595328,4750,55630,992,0.4994696
GALAXY,1404,3,301,53,1237651504344924905,26.12217,21.92515,20.28327,19.39587,18.89724,206.895587621955,-0.126116891188957,4552034583420006400,4043,55630,77,0.5539541
STAR,1350,1,301,349,1237651271362347075,18.3104,17.44542,17.14665,17.02253,16.99964,177.493033741363,66.2330593241544,8010870582894325760,7115,56667,337,9.168182e-05
GALAXY,1345,6,301,631,1237651252590346860,23.46113,22.51687,20.66428,19.63333,19.22935,249.666369786888,44.4474424185423,6790454997596958720,6031,56091,555,0.4975207
QSO,752,6,301,186,1237648705645576426,20.60139,20.00699,19.78928,19.53215,19.14675,171.42448860475,0.938202950803837,4322558534321106944,3839,55575,832,2.210211
STAR,756,2,301,367,1237648720689824222,22.54168,21.78988,21.42898,21.64616,21.39339,170.738083585455,-0.559006843505213,4322434289507168256,3839,55575,380,0.0006349676
GALAXY,1404,2,301,45,1237651503807529885,25.09274,22.09114,20.53304,19.59078,18.95157,205.657715148006,-0.463743254160717,4552108800454881280,4043,55630,347,0.5024241
GALAXY,752,2,301,561,1237648703522669742,25.96947,21.53768,19.81466,18.94007,18.44899,227.605649636013,-0.668571045962197,4519490688505278464,4014,55630,467,0.3608568
QSO,1345,3,301,490,1237651250970493228,21.32219,20.67319,20.19568,20.04729,19.8933,224.254297260389,58.8834059657635,7522299838152241152,6681,56419,591,1.582318
GALAXY,752,6,301,110,1237648705640596147,22.1604,21.9662,20.25659,19.14287,18.58482,160.016649892839,1.00622332194103,4315833091790401536,3833,55290,941,0.5539479
GALAXY,1462,3,301,327,1237651753470984702,23.13245,22.02668,20.8244,19.66238,19.27365,174.334711659833,2.06485253835721,5336819254434656256,4740,55651,195,0.6199396
GALAXY,752,6,301,309,1237648705653637546,24.84426,21.86305,20.309,19.39691,19.09487,189.791925319283,1.04659556986128,5352593397968990208,4754,55649,237,0.4807384
GALAXY,1350,4,301,321,1237651272971125146,26.51397,22.1334,20.4913,19.64679,19.04273,166.628561710036,66.5167151636851,8006371932310794240,7111,56741,355,0.4753081
QSO,756,6,301,117,1237648722820923842,21.74348,21.33008,21.31424,20.97108,21.20257,133.368616530487,1.11815222982639,4295468766198427648,3815,55537,584,1.771945
GALAXY,2074,2,301,118,1237654381440402284,25.12024,23.26027,21.31906,20.15483,19.42886,136.66629808217,50.8898757153536,8223830043584557056,7304,56745,935,0.6467795
GALAXY,1462,6,301,456,1237651755090051655,22.99085,22.69869,20.74093,19.67197,19.33042,193.635701439022,3.38550258337419,5355955704593838080,4757,55653,181,0.5498043
GALAXY,1462,6,301,465,1237651755090641214,25.57442,22.08676,20.76632,19.85423,19.33901,194.995814931353,3.33980011349037,5357143177638375424,4758,55682,405,0.5250132
GALAXY,1907,2,301,109,1237653664180273492,23.21145,21.48242,20.17372,19.25249,18.79422,138.966593806753,1.29929623493445,4302282714600108032,3821,55535,797,0.4773093
GALAXY,1907,2,301,121,1237653664181059738,24.37944,24.52427,21.3356,19.92205,19.57286,140.829612182613,1.2368877003631,4304488334908649472,3823,55534,629,0.5962654
GALAXY,752,6,301,123,1237648705641447832,22.13404,22.55988,20.59976,19.34803,19.08935,161.971905819302,0.917076426281919,4317988689034276864,3835,55570,591,0.4438467
QSO,94,6,301,93,1237645879551000764,25.91849,20.98709,19.23725,18.55396,18.41879,348.841086940644,1.26880178994817,8263189810274562048,7339,56697,765,1.053696
GALAXY,1140,2,301,15,1237650369934198282,23.91885,22.43065,21.18233,20.16989,19.27382,155.204365560361,-2.60566234917199,4260408909305147392,3784,55269,13,0.6034315
GALAXY,752,2,301,512,1237648703519457640,24.56467,20.86088,19.10541,18.46917,18.12446,220.258719192432,-0.724121264988568,4533089718078468096,4026,55325,788,0.3419221
GALAXY,1239,6,301,76,1237650797287441131,23.48286,21.85361,21.64398,21.43085,21.45455,131.712340151972,0.966896754857866,4289691932005429248,3810,55531,48,0.05811182
STAR,1302,6,301,414,1237651067892531507,22.96843,21.62288,21.59319,21.93933,21.88451,198.514053878198,65.4952771191228,7685489079572164608,6826,56449,350,-0.0004704884
GALAXY,1462,3,301,310,1237651753469870512,25.8632,22.75175,21.114,19.87359,19.49441,171.805327824588,2.21129365370881,5325571799886000128,4730,55630,237,0.5441402
GALAXY,2074,2,301,123,1237654381440730144,24.35888,22.75247,20.79881,19.55996,19.00578,137.656980739943,51.410027017566,6453897241056440320,5732,56326,869,0.5832399
QSO,1345,3,301,234,1237651250953715987,21.39234,20.7859,20.57655,20.3815,20.02203,145.57325039228,58.8132554419032,6435667069396250624,5716,56684,84,0.7097645
STAR,1331,2,301,270,1237651190289662621,21.92808,21.71589,20.35427,19.30743,18.71505,149.211033088658,59.1684997848044,6439069771765575680,5719,56014,175,5.37853e-05
GALAXY,1458,5,301,522,1237651737377636470,25.23941,21.94818,20.04021,19.12524,18.6704,202.94316423416,3.1360903213929,4554488143483170816,4045,55622,811,0.4980401
GALAXY,752,2,301,540,1237648703521293590,24.65613,22.71102,21.1182,19.97177,19.70025,224.478964571143,-0.800514668139161,4525016829466963968,4019,55363,91,0.6651226
GALAXY,1350,4,301,324,1237651272971321800,22.91682,22.65442,21.11173,19.97279,19.44797,167.707348251425,66.5609684691301,8006348292810797056,7111,56741,269,0.5619875
GALAXY,1140,2,301,39,1237650369935770355,24.14352,22.51627,20.98475,19.87114,19.39878,158.746851760566,-2.812554519892,4261553500976771072,3785,55273,81,0.5858474
GALAXY,752,6,301,236,1237648705648853264,22.377,21.62872,20.12659,19.26761,18.84322,178.842209848799,1.00508747346072,4327031617517973504,3843,55278,721,0.4854384
GALAXY,1350,4,301,280,1237651272968438295,23.7944,21.48913,19.88775,18.94769,18.48398,153.097131399106,64.1148190211674,7973731829658873856,7082,56713,395,0.5072228
GALAXY,1140,2,301,26,1237650369934918347,23.91664,22.223,20.19752,19.26862,18.81953,156.800922842147,-2.68865801450727,4244660053917495296,3770,55234,63,0.4785315
QSO,109,5,301,43,1237645943435362596,22.35808,21.60719,21.35462,21.10309,20.58896,41.1667192290064,0.548709595488949,4110872303901536256,3651,55247,770,0.7703378
QSO,1345,3,301,104,1237651250945196655,24.46962,21.90265,21.39287,20.6664,20.20796,122.941046113947,45.1020538663667,8250694960438505472,7328,56715,365,0.6034653
GALAXY,1345,2,301,559,1237651250438144382,23.16375,21.4432,19.59213,18.9444,18.54665,237.546352393949,51.7582706124146,7561683519723466752,6716,56401,508,0.3654923
GALAXY,756,4,301,150,1237648721749345076,22.75703,21.67169,20.34351,19.57989,19.34589,138.338364127155,0.258784310952558,4302241482914066432,3821,55535,647,0.4798084
GALAXY,756,4,301,301,1237648721759240957,22.73374,21.85588,20.42167,19.43757,18.96449,160.919148759838,0.380874626075713,4316901821773443072,3834,55569,733,0.5633204
STAR,1345,3,301,46,1237651250941395484,22.22679,21.22278,20.97634,20.81416,20.39761,116.504204572933,37.7948184715971,4132132464645304320,3670,55480,290,0.000316697
STAR,752,3,301,195,1237648704035553406,20.91578,19.87745,19.70369,19.55228,19.4067,172.83398848971,-0.329452204505032,4323561288908861440,3840,55574,384,0.0003259598
GALAXY,1907,3,301,37,1237653664712426480,22.9508,22.0283,20.54616,19.34985,18.64136,128.2130976623,1.22812783938615,5394438615525421056,4791,55889,917,0.6283489
STAR,1231,3,301,168,1237650761323119353,24.95476,21.59684,20.72122,20.39663,20.26181,194.490938205251,-2.74040525459033,4271702817397993472,3794,55241,140,0.0002446882
GALAXY,1350,4,301,285,1237651272968765647,22.91484,20.53662,18.85793,18.19943,17.70968,154.41666177363,64.5318128368834,7973826112780955648,7082,56713,738,0.3520773
STAR,1239,6,301,184,1237650797294518670,23.72736,21.80978,21.32364,21.26607,21.45129,147.902898934127,1.0231559164675,4309078521596801024,3827,55565,944,0.0001936737
GALAXY,756,4,301,262,1237648721756684897,22.74939,21.53276,19.92179,19.13079,18.58588,155.029475237087,0.307232499970517,4313536216244613120,3831,55543,777,0.4622833
GALAXY,1140,2,301,28,1237650369935049298,23.42531,22.05381,20.44541,19.66496,19.42532,157.078560097828,-2.83215568381813,4261655755021283328,3785,55241,453,0.5174798
STAR,1331,3,301,65,1237651190813098485,21.62359,20.74591,20.50102,20.48382,20.20995,116.049693617852,36.9382105737986,4128719032239714304,3667,55566,160,-0.0002703492
GALAXY,752,6,301,158,1237648705643741883,25.02524,22.77014,21.34308,20.04046,19.69297,167.291556191793,0.881309630668188,4320286943247790080,3837,55572,760,0.5529271
STAR,756,2,301,462,1237648720696050187,26.00824,22.58673,21.86294,21.84641,21.49675,184.955518968615,-0.592264412170552,4252752184217366528,3777,55210,830,3.798119e-05
GALAXY,1350,4,301,215,1237651272964178423,26.68904,22.09134,20.395,19.52541,19.1586,136.654663327497,58.3178631885107,6443688829894979584,5723,56597,595,0.5291931
QSO,756,4,301,326,1237648721760879456,24.13822,21.9945,21.53156,21.54459,21.21276,164.709035011039,0.235894772403191,4319131077119242240,3836,55302,651,1.318187
QSO,752,3,301,373,1237648704047219015,21.66003,21.06504,20.81861,20.75202,20.8255,199.482545452744,-0.257178575630809,4508144547956191232,4004,55321,150,2.372041
STAR,1241,2,301,113,1237650803732316684,22.04774,21.16059,20.94219,20.90813,20.33801,155.314917773791,-2.84699858165111,4244768630690738176,3770,55234,458,0.0002096652
STAR,756,4,301,362,1237648721763238352,22.16302,21.00509,20.79257,20.71958,20.41105,170.075407140004,0.371217005082883,4322474421681582080,3839,55575,526,6.967888e-05
QSO,752,6,301,453,1237648705663074621,21.25825,20.56996,20.467,20.49208,20.09228,211.416989465145,0.859643262842989,4540821483962429440,4033,55332,244,0.7065592
QSO,1331,6,301,113,1237651192426856894,21.22747,19.95994,18.66181,18.22905,17.73461,119.794564771976,43.7791560492001,7179960292821626880,6377,56243,351,0.3443946
GALAXY,1350,4,301,302,1237651272969879800,23.17371,20.59753,18.91247,18.34428,18.12348,160.002755546168,65.6222930624021,7974994893792276480,7083,56722,894,0.3132562
QSO,756,4,301,170,1237648721750655317,21.41963,20.9256,20.83696,20.76607,20.71548,141.294354304034,0.258166786052433,4304527642449342464,3823,55534,772,2.245728
QSO,1345,3,301,428,1237651250966429800,20.47635,19.40589,19.19052,19.05394,19.08498,207.24997049797,63.1294366023339,7226025983597015040,6418,56354,1,1.409594
GALAXY,1462,3,301,384,1237651753474720360,23.578,21.11942,19.32039,18.61616,18.1698,182.953559481822,2.19924770856387,5345782472888741888,4748,55631,35,0.4435921
STAR,1345,6,301,649,1237651252591526152,21.85039,20.83237,20.47526,20.45851,20.28873,251.917181811459,42.2971120964876,6797254927510597632,6037,56106,717,-0.0003685486
GALAXY,756,6,301,35,1237648722815549742,24.20355,20.23817,18.3981,17.80028,17.35433,121.073183592273,1.07167040384871,5342609561587740672,4745,55892,780,0.3426669
GALAXY,1473,3,301,32,1237651800696292391,22.52485,23.06601,20.81421,19.76147,19.12745,147.92727514297,-0.255987189532709,4308847349277061120,3827,55565,103,0.5429277
STAR,752,6,301,409,1237648705660191255,23.06554,21.39131,21.22952,21.0615,21.13052,204.768282301501,0.90662893009394,4550955687568142336,4042,55626,248,0.0005123612
GALAXY,1350,4,301,322,1237651272971190700,23.67274,21.71361,20.14967,19.34235,18.81621,166.878102140989,66.58965540644,8006371382554980352,7111,56741,353,0.4738738
QSO,1331,2,301,188,1237651190284288335,21.54731,21.52568,21.11566,20.90093,20.92431,132.458784191798,51.3774418283028,8211213972222439424,7293,56741,94,1.419385
GALAXY,1907,3,301,70,1237653664714588173,23.35034,20.9707,19.89537,19.16181,19.09393,133.038833808472,1.42834062975619,4293107290015985664,3813,55532,185,0.2388346
QSO,756,6,301,288,1237648722832130135,20.98012,20.07452,20.02194,20.11857,19.7578,158.883407619312,1.14344105755473,4315768495482269696,3833,55290,706,2.457217
GALAXY,756,4,301,137,1237648721748492370,24.17388,22.80038,21.28933,20.23366,19.79924,136.372618696649,0.350251439414948,4298897318247854080,3818,55532,769,0.5212212
GALAXY,1345,2,301,570,1237651250438865363,22.94387,22.51894,20.50407,19.4656,19.09334,239.406867699281,50.5962444990156,7561635416089751552,6716,56401,333,0.5376748
GALAXY,1140,2,301,58,1237650369937015464,23.28279,22.69941,20.73638,19.88917,19.24156,161.586418296918,-2.76285431166327,4262750324248997888,3786,55563,339,0.5374721
GALAXY,1473,1,301,80,1237651799625695548,25.8534,22.24082,20.62462,19.7823,19.33094,155.008648342989,-1.08111123308591,4260667844293488640,3784,55269,955,0.477488
QSO,1331,2,301,243,1237651190287892602,23.61055,21.30956,21.39042,21.18127,20.70007,142.831498723151,56.8567943233972,8382355155756707840,7445,56720,110,2.493104
